date,game_id,home_team,away_team,home_score,away_score,home_win,total_runs,home_pitcher,home_pitcher_era,home_pitcher_whip,home_bullpen_era,home_ops,home_avg,home_slg,home_era,home_whip,home_last5,away_pitcher,away_pitcher_era,away_pitcher_whip,away_bullpen_era,away_ops,away_avg,away_slg,away_era,away_whip,away_last5
2025-05-03,778072,Baltimore Orioles,Kansas City Royals,0,4,0,4,Dean Kremer,5.73,1.3978494623655913,5.814444444444444,0.673,0.224,0.378,5.24,1.2222222222222223,"L, W, W, L, L",Cole Ragans,4.4,1.1920529801324504,3.9977777777777774,0.631,0.231,0.338,3.08,0.8888888888888888,"W, L, L, W, L"
2025-05-03,778075,Miami Marlins,Athletics,9,6,1,15,Jesus Tinoco,5.4,1.6049382716049383,4.872222222222223,0.704,0.251,0.389,5.87,1.6666666666666667,,Luis Severino,3.3,1.1805555555555556,6.045714285714285,0.737,0.253,0.423,4.49,1.3414634146341464,
2025-05-03,778073,Boston Red Sox,Minnesota Twins,3,4,0,7,Greg Weissert,3.0,1.1333333333333333,,0.755,0.256,0.422,3.96,1.3333333333333333,,Justin Topa,2.25,1.25,,0.674,0.235,0.368,3.59,1.5555555555555556,
2025-05-03,778069,San Francisco Giants,Colorado Rockies,6,3,1,9,Lou Trivino,6.35,1.2612612612612613,,0.687,0.227,0.38,3.45,0.8888888888888888,,Scott Alexander,5.23,1.4851485148514851,,0.615,0.207,0.338,5.24,1.375,
2025-05-03,778074,New York Yankees,Tampa Bay Rays,2,3,0,5,Tyler Matzek,9.0,3.0,,0.818,0.262,0.473,3.58,1.2222222222222223,,Taj Bradley,4.58,1.339031339031339,,0.674,0.24,0.366,3.52,0.5555555555555556,
2025-05-03,778066,Chicago White Sox,Houston Astros,3,8,0,11,Steven Wilson,0.0,0.5555555555555556,4.214444444444444,0.623,0.215,0.329,4.14,1.6666666666666667,"L, W, W, L, L",Framber Valdez,4.39,1.2682926829268293,3.888888888888889,0.68,0.241,0.368,3.35,1.1111111111111112,"W, L, W, W, W"
2025-05-03,778065,Pittsburgh Pirates,San Diego Padres,1,2,0,3,Paul Skenes,2.74,0.924170616113744,,0.642,0.223,0.335,4.27,0.5555555555555556,,Yuki Matsui,2.57,1.0714285714285714,,0.717,0.259,0.39,2.84,1.5555555555555556,
2025-05-03,778077,Cincinnati Reds,Washington Nationals,6,11,0,17,Hunter Greene,2.53,0.8293838862559241,,0.727,0.251,0.397,3.64,2.2222222222222223,,Jose A. Ferrer,6.11,1.627906976744186,,0.693,0.24,0.384,5.21,1.7777777777777777,
2025-05-03,778071,Milwaukee Brewers,Chicago Cubs,2,6,0,8,Chad Patrick,2.87,1.2861736334405145,,0.676,0.239,0.359,4.45,1.2222222222222223,,Daniel Palencia,2.08,0.853658536585366,,0.803,0.265,0.462,3.81,0.5555555555555556,
2025-05-03,778064,Toronto Blue Jays,Cleveland Guardians,3,5,0,8,Brendon Little,2.45,1.267605633802817,,0.663,0.238,0.353,4.22,0.7777777777777778,,Luis L. Ortiz,4.78,1.40625,,0.68,0.23,0.38,4.27,1.4444444444444444,
2025-05-03,778070,Texas Rangers,Seattle Mariners,1,2,0,3,Shawn Armstrong,3.21,1.3571428571428572,,0.637,0.224,0.357,3.52,1.3333333333333333,,Logan Evans,3.6,1.0,,0.771,0.248,0.428,3.57,1.0,
2025-05-02,778093,Baltimore Orioles,Kansas City Royals,3,0,1,3,Dean Kremer,5.73,1.3978494623655913,,0.681,0.226,0.384,5.29,0.5555555555555556,,Cole Ragans,4.4,1.1920529801324504,,0.624,0.231,0.331,3.17,1.25,
2025-05-02,778092,Atlanta Braves,Los Angeles Dodgers,1,2,0,3,Dylan Lee,2.03,0.8396946564885497,,0.706,0.24,0.391,4.14,0.7777777777777778,,Ben Casparius,2.91,0.9433962264150944,,0.791,0.255,0.457,3.77,0.5555555555555556,
2025-05-02,778090,Pittsburgh Pirates,San Diego Padres,4,9,0,13,Paul Skenes,2.74,0.924170616113744,4.562857142857143,0.644,0.224,0.339,4.34,1.8888888888888888,,Yuki Matsui,2.77,1.0769230769230769,2.915,0.727,0.263,0.395,2.9,1.3333333333333333,
2025-05-02,778089,Boston Red Sox,Minnesota Twins,6,1,1,7,Greg Weissert,3.38,1.2213740458015268,3.813333333333333,0.754,0.254,0.422,3.95,0.7777777777777778,"L, W, W, L, W",Justin Topa,2.25,1.25,3.771111111111111,0.672,0.234,0.366,3.61,1.75,"W, L, L, L, W"
2025-05-02,778086,Philadelphia Phillies,Arizona Diamondbacks,3,2,1,5,Jesús Luzardo,1.94,1.1893203883495145,,0.719,0.25,0.386,3.84,1.2222222222222223,,Eduardo Rodriguez,6.06,1.4596273291925466,,0.765,0.246,0.435,4.36,0.875,
2025-05-02,778088,New York Yankees,Tampa Bay Rays,3,0,1,3,Tyler Matzek,9.0,3.0,,0.826,0.265,0.477,3.6,0.3333333333333333,,Taj Bradley,4.58,1.339031339031339,,0.68,0.242,0.372,3.57,1.25,
2025-05-02,778082,San Francisco Giants,Colorado Rockies,4,0,1,4,Lou Trivino,6.35,1.2612612612612613,,0.685,0.228,0.378,3.46,0.5555555555555556,,Scott Alexander,5.23,1.4851485148514851,,0.623,0.209,0.344,5.2,1.125,
2025-05-02,778091,Miami Marlins,Athletics,1,6,0,7,Jesus Tinoco,5.4,1.6049382716049383,,0.702,0.253,0.387,5.86,1.2222222222222223,,Luis Severino,3.3,1.1805555555555556,,0.729,0.251,0.416,4.35,0.8888888888888888,
2025-05-02,778083,Texas Rangers,Seattle Mariners,1,13,0,14,Shawn Armstrong,3.21,1.3571428571428572,,0.642,0.225,0.362,3.56,2.2222222222222223,,Troy Taylor,12.0,2.0,,0.769,0.247,0.426,3.65,0.3333333333333333,
2025-05-02,778080,Milwaukee Brewers,Chicago Cubs,0,10,0,10,Chad Patrick,2.87,1.2861736334405145,3.73625,0.683,0.242,0.362,4.41,1.7777777777777777,,Daniel Palencia,2.08,0.853658536585366,3.109090909090909,0.804,0.266,0.461,3.86,0.7777777777777778,
2025-05-02,778087,Cincinnati Reds,Washington Nationals,6,1,1,7,Hunter Greene,2.53,0.8293838862559241,,0.721,0.248,0.393,3.45,0.8888888888888888,,Jose A. Ferrer,6.48,1.6666666666666667,,0.683,0.235,0.38,5.21,1.625,
2025-05-02,778081,Toronto Blue Jays,Cleveland Guardians,5,3,1,8,Brendon Little,2.45,1.267605633802817,,0.66,0.238,0.351,4.2,1.1111111111111112,,Luis L. Ortiz,4.78,1.40625,,0.685,0.233,0.382,4.31,1.5,
2025-05-02,778084,St. Louis Cardinals,New York Mets,3,9,0,12,Steven Matz,1.5,0.9583333333333334,,0.724,0.256,0.395,4.31,2.333333333333333,,Huascar Brazobán,1.4,0.9424083769633508,,0.753,0.25,0.424,2.69,1.1111111111111112,
2025-05-02,778085,Los Angeles Angels,Detroit Tigers,1,9,0,10,Ryan Johnson,5.14,1.6428571428571428,,0.655,0.213,0.387,5.22,1.7777777777777777,,Chase Lee,0.0,1.2195121951219514,,0.748,0.252,0.418,2.98,0.4444444444444444,
2025-05-02,778079,Chicago White Sox,Houston Astros,7,3,1,10,Steven Wilson,0.0,0.5555555555555556,,0.627,0.216,0.333,4.01,1.2222222222222223,,Framber Valdez,4.39,1.2682926829268293,,0.669,0.238,0.359,3.36,1.75,
2025-05-01,778095,Toronto Blue Jays,Boston Red Sox,4,2,1,6,Brendon Little,2.77,1.3076923076923077,,0.658,0.237,0.35,4.24,0.8888888888888888,,Greg Weissert,3.65,1.2396694214876034,,0.748,0.25,0.418,4.05,1.0,
2025-05-01,778094,Chicago White Sox,Milwaukee Brewers,8,0,1,8,Steven Wilson,0.0,0.6451612903225806,,0.62,0.213,0.329,4.04,0.6666666666666666,,Chad Patrick,2.87,1.2861736334405145,,0.692,0.244,0.368,4.23,1.625,
2025-05-01,778098,San Francisco Giants,Colorado Rockies,3,4,0,7,Lou Trivino,6.35,1.2612612612612613,,0.684,0.228,0.377,3.58,1.1111111111111112,,Scott Alexander,5.23,1.4851485148514851,,0.633,0.212,0.351,5.22,1.2222222222222223,
2025-05-01,778101,Los Angeles Angels,Detroit Tigers,4,10,0,14,Garrett McDaniels,5.91,2.058823529411765,,0.662,0.215,0.391,5.09,1.7777777777777777,,Chase Lee,0.0,1.6129032258064515,,0.733,0.248,0.405,3.04,1.1111111111111112,
2025-05-01,778099,Philadelphia Phillies,Washington Nationals,2,4,0,6,Jesús Luzardo,1.73,1.080332409972299,4.0287500000000005,0.719,0.251,0.384,3.9,1.1111111111111112,"L, W, W, W, L",Jose A. Ferrer,6.48,1.6666666666666667,6.055555555555555,0.689,0.238,0.384,5.17,1.2222222222222223,"W, L, W, W, L"
2025-05-01,778096,Texas Rangers,Athletics,0,3,0,3,Shawn Armstrong,3.21,1.3571428571428572,,0.652,0.229,0.367,3.26,1.4444444444444444,,Luis Severino,3.3,1.1805555555555556,,0.732,0.253,0.419,4.45,0.5555555555555556,
2025-05-01,778100,Pittsburgh Pirates,Chicago Cubs,3,8,0,11,Paul Skenes,2.74,0.924170616113744,,0.642,0.224,0.339,4.23,1.6666666666666667,,Daniel Palencia,2.08,0.853658536585366,,0.799,0.264,0.457,3.98,0.8888888888888888,
2025-05-01,778107,Cincinnati Reds,St. Louis Cardinals,9,1,1,10,Hunter Greene,2.7,0.8563535911602209,,0.722,0.249,0.395,3.53,0.7777777777777778,,Matt Svanson,3.18,1.1538461538461535,,0.727,0.256,0.397,4.22,1.625,
2025-05-01,778103,New York Mets,Arizona Diamondbacks,2,4,0,6,Ty Adcock,0.0,20.0,3.27625,0.738,0.244,0.415,2.68,1.5555555555555556,,Eduardo Rodriguez,6.06,1.4596273291925466,4.567777777777779,0.769,0.245,0.438,4.39,1.0,
2025-05-01,778097,Tampa Bay Rays,Kansas City Royals,2,8,0,10,Taj Bradley,4.58,1.339031339031339,,0.694,0.248,0.381,3.57,2.2222222222222223,,Cole Ragans,4.4,1.1920529801324504,,0.633,0.234,0.337,3.17,0.8888888888888888,
2025-05-01,778108,Cleveland Guardians,Minnesota Twins,4,3,1,7,Luis L. Ortiz,4.78,1.40625,,0.682,0.233,0.379,4.3,1.6,,Justin Topa,2.25,1.25,,0.677,0.235,0.369,3.52,1.5384615384615383,
2025-04-30,778116,Cleveland Guardians,Minnesota Twins,4,2,1,6,Luis L. Ortiz,4.78,1.40625,,0.683,0.234,0.382,4.4,0.8888888888888888,,Justin Topa,1.54,1.0714285714285714,,0.673,0.232,0.367,3.54,0.75,
2025-04-30,778118,Philadelphia Phillies,Washington Nationals,7,2,1,9,Jesús Luzardo,1.73,1.080332409972299,,0.721,0.251,0.385,4.0,0.8888888888888888,,Jose A. Ferrer,7.36,1.8309859154929573,,0.695,0.24,0.389,5.27,1.625,
2025-04-30,778113,Tampa Bay Rays,Kansas City Royals,0,3,0,3,Taj Bradley,4.58,1.339031339031339,,0.698,0.248,0.382,3.42,1.3333333333333333,,Cole Ragans,4.4,1.1920529801324504,,0.618,0.228,0.328,3.2,1.0,
2025-04-30,778114,Toronto Blue Jays,Boston Red Sox,7,6,1,13,Brendon Little,2.77,1.3076923076923077,,0.656,0.237,0.347,4.31,1.2,,Greg Weissert,3.65,1.2396694214876034,,0.756,0.251,0.423,4.03,1.5384615384615383,
2025-04-30,778111,Chicago White Sox,Milwaukee Brewers,4,6,0,10,Steven Wilson,0.0,0.6451612903225806,,0.614,0.211,0.325,4.19,1.4444444444444444,,Chad Patrick,2.45,1.3492063492063493,,0.703,0.249,0.375,4.08,1.6666666666666667,
2025-04-30,778117,New York Mets,Arizona Diamondbacks,3,4,0,7,Huascar Brazobán,1.4,0.9424083769633508,2.98,0.741,0.246,0.416,2.64,1.1111111111111112,"L, L, L, W, L",Eduardo Rodriguez,6.06,1.4596273291925466,4.794285714285714,0.767,0.244,0.437,4.47,1.7777777777777777,"L, L, W, W, L"
2025-04-30,778134,Cincinnati Reds,St. Louis Cardinals,0,6,0,6,Hunter Greene,2.7,0.8563535911602209,,0.727,0.25,0.398,3.46,1.5555555555555556,,Matt Svanson,0.0,0.625,,0.739,0.262,0.403,4.19,0.5555555555555556,
2025-04-30,778119,Cincinnati Reds,St. Louis Cardinals,1,9,0,10,Hunter Greene,2.7,0.8563535911602209,,0.719,0.248,0.393,3.64,1.1111111111111112,,Matt Svanson,0.0,0.625,,0.738,0.26,0.405,4.08,0.7777777777777778,
2025-04-30,778106,Texas Rangers,Athletics,1,7,0,8,Shawn Armstrong,2.77,1.2307692307692308,,0.664,0.233,0.375,3.27,1.4444444444444444,,Luis Severino,3.3,1.1805555555555556,,0.737,0.254,0.425,4.6,1.3333333333333333,
2025-04-30,778112,Pittsburgh Pirates,Chicago Cubs,4,3,1,7,Paul Skenes,2.39,0.8064516129032258,,0.645,0.226,0.34,4.11,1.1111111111111112,,Daniel Palencia,2.08,0.853658536585366,,0.792,0.263,0.451,4.05,1.625,
2025-04-30,778109,Los Angeles Dodgers,Miami Marlins,12,7,1,19,Ben Casparius,2.91,0.9433962264150944,,0.799,0.258,0.462,3.86,1.2222222222222223,,Jesus Tinoco,5.4,1.6049382716049383,,0.705,0.255,0.388,5.89,2.75,
2025-04-30,778110,Houston Astros,Detroit Tigers,4,7,0,11,Framber Valdez,4.0,1.1944444444444444,,0.667,0.236,0.357,3.23,1.3333333333333333,,Chase Lee,0.0,1.6129032258064515,,0.723,0.245,0.397,3.01,1.7777777777777777,
2025-04-30,778115,Baltimore Orioles,New York Yankees,5,4,1,9,Dean Kremer,7.04,1.589403973509934,7.536666666666666,0.678,0.223,0.382,5.47,1.3333333333333333,,Tyler Matzek,9.0,3.0,3.365,0.829,0.267,0.478,3.72,1.625,
2025-04-30,778104,Seattle Mariners,Los Angeles Angels,9,3,1,12,Troy Taylor,13.5,2.0,,0.754,0.241,0.415,3.74,1.4444444444444444,,Garrett McDaniels,3.72,1.847826086956522,,0.659,0.214,0.388,4.91,1.875,
2025-04-30,778105,San Diego Padres,San Francisco Giants,5,3,1,8,Yuki Matsui,2.92,1.0743801652892562,,0.718,0.259,0.391,2.86,0.8888888888888888,,Lou Trivino,6.35,1.2612612612612613,,0.683,0.227,0.376,3.56,1.75,
2025-04-30,778102,Colorado Rockies,Atlanta Braves,2,1,1,3,Scott Alexander,5.59,1.5217391304347827,5.385,0.632,0.211,0.35,5.3,0.6666666666666666,"L, L, W, L, L",Dylan Lee,2.19,0.9090909090909092,3.718181818181818,0.716,0.245,0.396,4.22,0.625,"L, W, L, L, W"
2025-04-29,778121,Seattle Mariners,Los Angeles Angels,5,3,1,8,Troy Taylor,27.0,4.0,,0.75,0.237,0.413,3.77,1.2222222222222223,,Garrett McDaniels,3.72,1.847826086956522,,0.657,0.211,0.389,4.78,1.625,
2025-04-29,778133,Baltimore Orioles,New York Yankees,3,15,0,18,Dean Kremer,7.04,1.589403973509934,,0.672,0.221,0.378,5.52,2.555555555555556,,Tyler Matzek,9.0,3.0,,0.833,0.269,0.481,3.66,0.6666666666666666,
2025-04-29,778124,Houston Astros,Detroit Tigers,6,4,1,10,Framber Valdez,4.0,1.1944444444444444,,0.662,0.236,0.354,3.27,1.2222222222222223,,Chase Lee,0.0,1.6129032258064515,,0.72,0.243,0.394,2.97,1.875,
2025-04-29,778127,Toronto Blue Jays,Boston Red Sox,2,10,0,12,Brendon Little,3.0,1.3333333333333333,,0.649,0.236,0.341,4.27,1.8888888888888888,,Greg Weissert,3.65,1.2396694214876034,,0.757,0.253,0.423,3.97,0.7777777777777778,
2025-04-29,778125,Chicago White Sox,Milwaukee Brewers,2,7,0,9,Steven Wilson,0.0,0.8,,0.611,0.208,0.326,4.19,2.0,,Chad Patrick,2.45,1.3492063492063493,,0.702,0.249,0.375,4.09,0.7777777777777778,
2025-04-29,778128,Tampa Bay Rays,Kansas City Royals,1,3,0,4,Taj Bradley,4.58,1.339031339031339,,0.707,0.252,0.39,3.44,1.2222222222222223,,Cole Ragans,4.4,1.1920529801324504,,0.614,0.226,0.325,3.31,1.1111111111111112,
2025-04-29,778126,San Diego Padres,San Francisco Giants,7,4,1,11,Yuki Matsui,2.92,1.0743801652892562,,0.713,0.257,0.388,2.86,0.8888888888888888,,Lou Trivino,6.35,1.2612612612612613,,0.686,0.229,0.377,3.5,1.5,
2025-04-29,778135,Pittsburgh Pirates,Chicago Cubs,0,9,0,9,Paul Skenes,2.39,0.8064516129032258,,0.641,0.224,0.338,4.14,2.0,,Daniel Palencia,2.08,0.853658536585366,,0.799,0.263,0.456,4.1,1.1111111111111112,
2025-04-29,778129,Cleveland Guardians,Minnesota Twins,2,1,1,3,Luis L. Ortiz,5.96,1.5873015873015874,,0.687,0.236,0.383,4.48,0.8888888888888888,,Justin Topa,1.54,1.0714285714285714,,0.678,0.233,0.37,3.51,1.0,
2025-04-29,778123,Los Angeles Dodgers,Miami Marlins,15,2,1,17,Ben Casparius,2.91,0.9433962264150944,3.662,0.781,0.251,0.45,3.76,1.1111111111111112,,Jesus Tinoco,2.25,1.125,4.675,0.703,0.255,0.385,5.66,3.25,
2025-04-29,778120,Colorado Rockies,Atlanta Braves,2,8,0,10,Scott Alexander,5.59,1.5217391304347827,,0.634,0.212,0.349,5.45,1.7777777777777777,,Dylan Lee,2.19,0.9090909090909092,,0.729,0.25,0.405,4.28,0.8888888888888888,
2025-04-29,778131,Philadelphia Phillies,Washington Nationals,7,6,1,13,Jesús Luzardo,1.73,1.080332409972299,5.171111111111111,0.714,0.249,0.378,4.07,1.3333333333333333,,Jose A. Ferrer,7.36,1.8309859154929573,6.28375,0.702,0.242,0.395,5.19,1.2195121951219514,
2025-04-29,778122,Texas Rangers,Athletics,15,2,1,17,Shawn Armstrong,2.19,1.2396694214876034,3.07,0.667,0.232,0.379,3.14,1.1111111111111112,"W, L, L, W, W",Luis Severino,3.49,1.099476439790576,5.025555555555557,0.733,0.252,0.422,4.72,3.375,"W, L, W, W, L"
2025-04-29,778130,New York Mets,Arizona Diamondbacks,8,3,1,11,Kevin Herget,4.5,1.5,,0.738,0.248,0.416,2.6,1.0,,Eduardo Rodriguez,6.06,1.4596273291925466,,0.772,0.244,0.44,4.52,1.5,
2025-04-28,778141,Cincinnati Reds,St. Louis Cardinals,3,1,1,4,Hunter Greene,2.7,0.8563535911602209,,0.742,0.254,0.408,3.37,0.7777777777777778,,Matt Svanson,0.0,0.4545454545454545,,0.73,0.263,0.397,4.33,1.5,
2025-04-28,778143,Texas Rangers,Athletics,1,2,0,3,Shawn Armstrong,2.19,1.2396694214876034,,0.645,0.222,0.371,3.18,1.3333333333333333,,Luis Severino,3.49,1.099476439790576,,0.736,0.252,0.424,4.34,0.8888888888888888,
2025-04-28,778139,Cleveland Guardians,Minnesota Twins,1,11,0,12,Luis L. Ortiz,5.96,1.5873015873015874,3.5175,0.687,0.237,0.381,4.61,2.2222222222222223,,Justin Topa,1.54,1.0714285714285714,3.119090909090909,0.681,0.234,0.371,3.55,1.0,
2025-04-28,778132,Los Angeles Dodgers,Miami Marlins,7,6,1,13,Ben Casparius,2.91,0.9433962264150944,,0.759,0.243,0.437,3.82,1.2,,Jesus Tinoco,2.25,1.125,,0.707,0.255,0.388,5.34,2.087912087912088,
2025-04-28,778138,Washington Nationals,New York Mets,5,19,0,24,Jose A. Ferrer,6.28,1.6312056737588654,,0.696,0.241,0.389,5.12,3.0,,Huascar Brazobán,1.56,0.9941520467836256,,0.732,0.246,0.41,2.62,1.7777777777777777,
2025-04-28,778140,Baltimore Orioles,New York Yankees,4,3,1,7,Dean Kremer,7.04,1.589403973509934,,0.681,0.224,0.383,5.24,1.2222222222222223,,Tyler Matzek,9.0,3.0,,0.809,0.263,0.462,3.69,1.375,
2025-04-28,778142,Houston Astros,Detroit Tigers,8,5,1,13,Framber Valdez,4.0,1.1944444444444444,,0.656,0.233,0.352,3.24,1.0,,Chase Lee,0.0,1.0,,0.719,0.244,0.392,2.86,1.5,
2025-04-28,778137,Colorado Rockies,Atlanta Braves,3,6,0,9,Ryan Feltner,4.75,1.495016611295681,5.504444444444443,0.637,0.212,0.351,5.36,1.7777777777777777,"L, L, W, L, L",Ian Anderson,11.57,2.6373626373626373,4.211111111111112,0.723,0.246,0.401,4.36,1.1111111111111112,"L, W, L, L, W"
2025-04-27,778152,Kansas City Royals,Houston Astros,3,7,0,10,Cole Ragans,4.4,1.1920529801324504,,0.616,0.225,0.327,3.39,1.3333333333333333,,Framber Valdez,4.0,1.1944444444444444,,0.647,0.231,0.345,3.18,1.3333333333333333,
2025-04-27,778157,Cleveland Guardians,Boston Red Sox,3,13,0,16,Luis L. Ortiz,5.96,1.5873015873015874,,0.694,0.237,0.386,4.37,2.2222222222222223,,Walker Buehler,4.28,1.2349397590361444,,0.742,0.249,0.411,4.04,1.3333333333333333,
2025-04-27,778153,Washington Nationals,New York Mets,8,7,1,15,Jose A. Ferrer,6.28,1.6312056737588654,,0.688,0.238,0.384,4.61,1.5555555555555556,,Huascar Brazobán,1.56,0.9941520467836256,,0.701,0.236,0.39,2.53,1.4814814814814816,
2025-04-27,778158,Chicago Cubs,Philadelphia Phillies,1,3,0,4,Daniel Palencia,2.35,0.8333333333333333,,0.784,0.26,0.444,4.24,1.1,,Jesús Luzardo,1.73,1.080332409972299,,0.713,0.249,0.375,4.11,0.4,
2025-04-27,778136,Seattle Mariners,Miami Marlins,7,6,1,13,Troy Taylor,27.0,4.0,,0.748,0.237,0.412,3.79,1.3333333333333333,,Jesus Tinoco,2.57,1.1428571428571428,,0.708,0.256,0.389,5.32,1.75,
2025-04-27,778144,Minnesota Twins,Los Angeles Angels,5,0,1,5,Justin Topa,1.54,1.0714285714285714,,0.665,0.226,0.36,3.64,0.6666666666666666,,Garrett McDaniels,4.5,2.0,,0.655,0.212,0.388,4.75,1.25,
2025-04-27,778155,Detroit Tigers,Baltimore Orioles,7,0,1,7,Chase Lee,0.0,0.9523809523809524,,0.717,0.247,0.388,2.8,0.6666666666666666,,Dean Kremer,7.04,1.589403973509934,,0.677,0.223,0.38,5.37,1.75,
2025-04-27,778170,New York Yankees,Toronto Blue Jays,5,1,1,6,Tyler Matzek,9.0,3.0,3.843333333333333,0.816,0.262,0.468,3.66,0.7777777777777778,"L, W, L, L, L",Brendon Little,3.0,1.3333333333333333,4.98,0.654,0.239,0.343,4.06,1.375,"L, W, W, W, W"
2025-04-27,778156,New York Yankees,Toronto Blue Jays,11,2,1,13,Tyler Matzek,9.0,3.0,,0.814,0.262,0.464,3.76,1.4444444444444444,,Brendon Little,3.0,1.1666666666666667,,0.663,0.244,0.348,4.01,2.5,
2025-04-27,778145,Los Angeles Dodgers,Pittsburgh Pirates,9,2,1,11,Ben Casparius,2.91,0.9433962264150944,,0.754,0.239,0.437,3.79,1.1111111111111112,,Paul Skenes,2.39,0.8064516129032258,,0.645,0.224,0.341,3.98,2.375,
2025-04-27,778150,St. Louis Cardinals,Milwaukee Brewers,1,7,0,8,Matt Svanson,0.0,0.4545454545454545,3.3588888888888886,0.737,0.265,0.401,4.36,1.5555555555555556,,Chad Patrick,2.45,1.3492063492063493,4.668888888888889,0.699,0.249,0.377,4.16,1.4444444444444444,
2025-04-27,778151,San Francisco Giants,Texas Rangers,3,2,1,5,Lou Trivino,6.97,1.3861386138613865,,0.688,0.229,0.377,3.36,1.1111111111111112,,Shawn Armstrong,2.61,1.2871287128712872,,0.652,0.224,0.377,3.22,1.125,
2025-04-27,778149,Athletics,Chicago White Sox,3,2,1,5,Luis Severino,3.49,1.099476439790576,,0.739,0.252,0.428,4.46,1.3,,Steven Wilson,0.0,0.8,,0.612,0.211,0.326,4.13,0.989010989010989,
2025-04-27,778147,Arizona Diamondbacks,Atlanta Braves,6,4,1,10,Eduardo Rodriguez,4.4,1.3120567375886525,,0.78,0.245,0.445,4.38,1.6666666666666667,,Dylan Lee,2.19,0.9090909090909092,,0.721,0.241,0.401,4.42,1.375,
2025-04-27,778148,Colorado Rockies,Cincinnati Reds,1,8,0,9,Ryan Feltner,3.86,1.3492063492063493,,0.635,0.213,0.349,5.33,2.0,,Hunter Greene,2.7,0.8563535911602209,,0.737,0.254,0.404,3.46,0.5555555555555556,
2025-04-27,778146,San Diego Padres,Tampa Bay Rays,2,4,0,6,Yuki Matsui,2.92,1.0743801652892562,3.83,0.71,0.255,0.386,2.82,1.3333333333333333,"W, L, L, L, W",Taj Bradley,5.08,1.387900355871886,3.47875,0.71,0.253,0.391,3.46,0.8888888888888888,"W, L, L, L, W"
2025-04-26,778161,Colorado Rockies,Cincinnati Reds,4,6,0,10,Ryan Feltner,3.86,1.3492063492063493,,0.647,0.216,0.357,5.22,1.7777777777777777,,Hunter Greene,2.7,0.8563535911602209,,0.731,0.249,0.402,3.55,1.0,
2025-04-26,778167,Kansas City Royals,Houston Astros,2,0,1,2,Cole Ragans,4.4,1.1920529801324504,,0.609,0.221,0.322,3.26,0.8888888888888888,,Framber Valdez,4.0,1.1944444444444444,,0.64,0.23,0.338,3.19,0.625,
2025-04-26,778163,Los Angeles Dodgers,Pittsburgh Pirates,8,4,1,12,Ben Casparius,3.5,1.0,4.2875,0.743,0.233,0.431,3.86,1.3333333333333333,,Paul Skenes,2.39,0.8064516129032258,3.98,0.641,0.223,0.337,3.85,2.0,
2025-04-26,778166,Minnesota Twins,Los Angeles Angels,5,1,1,6,Justin Topa,1.86,1.1956521739130437,4.03625,0.664,0.224,0.359,3.79,0.5555555555555556,,Garrett McDaniels,4.5,2.0,4.4525,0.665,0.215,0.395,4.76,2.25,
2025-04-26,778165,Athletics,Chicago White Sox,3,10,0,13,Luis Severino,3.49,1.099476439790576,,0.745,0.254,0.432,4.61,1.7777777777777777,,Steven Wilson,0.0,0.75,,0.608,0.209,0.324,4.21,1.0,
2025-04-26,778164,St. Louis Cardinals,Milwaukee Brewers,6,5,1,11,Matt Svanson,0.0,1.0,,0.743,0.267,0.406,4.26,1.4444444444444444,,Chad Patrick,2.45,1.3492063492063493,,0.698,0.247,0.378,4.28,1.851851851851852,
2025-04-26,778168,Detroit Tigers,Baltimore Orioles,4,3,1,7,Chase Lee,0.0,1.6666666666666667,,0.713,0.247,0.388,2.94,1.4444444444444444,,Dean Kremer,6.84,1.6,,0.692,0.226,0.394,5.23,1.75,
2025-04-26,778159,San Francisco Giants,Texas Rangers,3,2,1,5,Lou Trivino,6.97,1.3861386138613865,,0.695,0.231,0.383,3.41,1.0,,Shawn Armstrong,2.61,1.2871287128712872,,0.649,0.221,0.374,3.26,1.7283950617283952,
2025-04-26,778154,Seattle Mariners,Miami Marlins,14,0,1,14,Troy Taylor,27.0,4.0,,0.741,0.236,0.407,3.71,0.6666666666666666,,Jesus Tinoco,2.57,1.1428571428571428,,0.703,0.256,0.383,5.23,2.75,
2025-04-26,778160,San Diego Padres,Tampa Bay Rays,1,4,0,5,Yuki Matsui,2.92,1.0743801652892562,,0.719,0.257,0.392,2.77,1.6666666666666667,,Taj Bradley,5.08,1.387900355871886,,0.708,0.252,0.39,3.51,0.8888888888888888,
2025-04-26,778179,Cleveland Guardians,Boston Red Sox,5,4,1,9,Luis L. Ortiz,5.96,1.5873015873015874,,0.695,0.238,0.386,3.95,1.3333333333333333,,Walker Buehler,4.23,1.2132352941176472,,0.722,0.242,0.398,4.11,1.375,
2025-04-26,778173,Washington Nationals,New York Mets,0,2,0,2,Jose A. Ferrer,6.28,1.6312056737588654,,0.682,0.237,0.379,4.56,1.0,,Huascar Brazobán,1.65,0.9316770186335402,,0.699,0.235,0.392,2.36,1.0,
2025-04-26,778174,Chicago Cubs,Philadelphia Phillies,4,10,0,14,Daniel Palencia,2.35,0.8333333333333333,3.83,0.799,0.265,0.453,4.34,1.6666666666666667,"L, W, L, W, W",Jesús Luzardo,1.73,1.080332409972299,4.374444444444445,0.718,0.251,0.378,4.24,1.4444444444444444,"L, W, W, W, L"
